EQY_FUND_CRNCY,REL_INDEX,FA_ADJUSTED,,,,,,,,,,,,,
LCL,,,,,,,,,,shares traded on avg,,realized vol,,,Company description
Ticker,Name,Market Cap,Market Cap,Price:D-1,P/E,Total Return YTD,Revenue T12M,Country,Primary Exchange Name,volume avg 20d,volume avg 3m,volatility 30d,volatility 60d,volatility 90d,CIE_DES
SOTGY US Equity,SUNNY OPTICAL TECH-UNSP ADR,19842011136,19842011136,180.899993896484,49.5021476745605,4.46381925811286,29530416128,CH,OTC US,401.200012207031,444.59375,42.3772131389752,38.3784092684107,37.9546244369447,"Sunny Optical Technology Group Co., Limited designs and manufactures optical and optical related products. The Company's products include glass/plastic lenses, prisms, mobile phone camera modules, microscopes, surveying instruments, and other analytical instruments."
SVNLY US Equity,SVENSKA HANDELSB-A-UNSP ADR,19804639232,19804639232,4.99499988555908,11.2808456420898,-5.8790326971731,68309000192,SW,OTC US,475805.0625,323253.625,25.1050544848228,21.7569897562892,21.5178263943288,"Svenska Handelsbanken AB attracts deposits and offers commercial banking services. The Bank offers corporate finance, securities brokerage, commodity trading, structured products, custody services, and institutional asset management services. Svenska Handelsbanken operates in Europe, Asia, and the United States."
S US Equity,SPRINT CORP,19795046400,19795046400,4.82000017166138,16.8015098571777,-7.48560198906075,32978999808,US,New York,12938287,14802748,22.2828940297296,26.2592579206285,25.3807620919606,"Sprint Corporation offers a comprehensive range of wireless and wireline communications products and services to consumers, businesses, government subscribers, and resellers. The Company develops, engineers, and deploys various technologies that include an all-digital global wireline network and a global Tier 1 Internet backbone."
CLX US Equity,CLOROX COMPANY,19791896576,19791896576,157.699996948242,24.9920749664307,2.70939419305361,6157000064,US,New York,785393.9375,869078.9375,9.4022429531766,12.3576293097074,14.5787731488585,"The Clorox Company produces and markets non-durable consumer products sold primarily through grocery and other retail stores. The Company's principal products include household cleaning and bleach products, charcoal, cat litter, automotive care products, dressings, and trash bags. Clorox markets its products in the United States and other countries around the world."
CRWOF US Equity,CHINA RAILWAY GROUP LTD-H,19788023808,19788023808,0.639999985694885,5.45884799957275,10.3448282949423,786168020992,CH,OTC US,2903.60009765625,1865.96875,#N/A N/A,#N/A N/A,#N/A N/A,"China Railway Group Limited offers transportation facility construction services. The Company builds railways, roads, tunnels, and bridges. China Railway Group also conducts engineering survey, equipment manufacturing, real estate development, and investment businesses."
PBA US Equity,PEMBINA PIPELINE CORP,19750709248,19750709248,38.5900001525879,16.3762168884277,4.12843692013336,7029999872,CA,New York,913626.5625,863640.875,15.1488058990727,13.9753655496312,13.3312930437279,"Pembina Pipeline Corporation transports, stores and markets petroleum products. The Company operates conventional and oil sands pipelines; stores oil; and gathers and processes natural gas."
AKZOF US Equity,AKZO NOBEL N.V.,19750453248,19750453248,98.9499969482422,39.5241317749023,0,9342000128,NE,OTC US,0,49.984375,#N/A N/A,#N/A N/A,#N/A N/A,"Akzo Nobel N.V. manufactures specialty chemicals. The Company offers decorative paints and coatings, surfactants, polymer, pulp and paper, bleaching and oxidizing, salt-chlorine, and other chemical products. Akzo Nobel serves customers worldwide."
MSADF US Equity,MS&AD INSURANCE GROUP HOLDIN,19715084288,19715084288,33.2299995422363,6.90783071517944,0,5115471003648,JN,OTC US,0,299.375,#N/A N/A,#N/A N/A,#N/A N/A,"MS&AD Insurance Group Holdings, Inc. is a holding company established through reorganization of Mitsui Sumitomo Insurance Company, Limited. The Group writes marine, fire, casualty, automobile, life, and allied insurance policies. MS&AD Insurance Group also operates financial services and agencies."
YAHOY US Equity,Z HOLDINGS CORP,19699646464,19699646464,8.17000007629395,30.139720916748,-2.853742871256,973835993088,JN,OTC US,17887,66631.171875,29.4629362445462,47.4120606599944,41.686597070824,"Z Holdings Corporation operates as internet search engine ""Yahoo! JAPAN"". The Company provides electronic commerce and settlement finance services for SMEs and individuals. Z Holdings also engages in media business including search linked advertising and display advertising services."
CDW US Equity,CDW CORP/DE,19662696448,19662696448,136.850006103516,28.1109848022461,-4.19349649114074,17570300160,US,NASDAQ GS,1161712.125,956715.25,21.8012511738073,20.6349175985132,22.0559706549441,"CDW Corporation of Delaware provides information technology products and services. The Company offers hardware, software, computer peripherals, cloud computing, mobile devices, network communication, and security solutions. CDW serves business, government, education, and healthcare customers throughout North America."
MSADY US Equity,MS&AD INSURANCE-UNSPONS ADR,19661688832,19661688832,16.5699996948242,6.90783071517944,0.91351776999582,5115471003648,JN,OTC US,17907.94921875,18211.46875,17.5341368345132,17.2407204107978,18.3943557261033,"MS&AD Insurance Group Holdings, Inc. is a holding company established through reorganization of Mitsui Sumitomo Insurance Company, Limited. The Group writes marine, fire, casualty, automobile, life, and allied insurance policies. MS&AD Insurance Group also operates financial services and agencies."
DCNSF US Equity,DAI-ICHI LIFE HOLDINGS INC,19648233472,19648233472,16.3948001861572,9.96485042572021,5.09487041828276,7065273106432,JN,OTC US,1915,1406.25,#N/A N/A,#N/A N/A,#N/A N/A,"Dai-ichi Life Holdings, Inc. underwrites and sells life, health and annuity insurance to groups and individuals. The Company offers a wide variety of insurance products to suit different needs, ranging from children's school tuition to emergency funds for the elderly."
CRWOY US Equity,CHINA RAILWAY GROUP-UNSP ADR,19639662592,19639662592,14.856499671936,5.45884799957275,0,786168020992,CH,OTC US,0,136.84375,#N/A N/A,#N/A N/A,#N/A N/A,"China Railway Group Limited offers transportation facility construction services. The Company builds railways, roads, tunnels, and bridges. China Railway Group also conducts engineering survey, equipment manufacturing, real estate development, and investment businesses."
AEE US Equity,AMEREN CORPORATION,19620876288,19620876288,79.75,24.5384616851807,3.84114170705709,6013000192,US,New York,1693136.5,1580380.75,10.1453433712411,12.7804950150696,12.9234877644307,"Ameren Corporation is a public utility holding company. The Company, through its subsidiaries, generates electricity, delivers electricity, and distributes natural gas to customers in Missouri and Illinois."
FUJHF US Equity,SUBARU CORP,19613984768,19613984768,25.5,12.7878952026367,3.03030303030303,3279377006592,JN,OTC US,12568.25,4774.75,#N/A N/A,#N/A N/A,#N/A N/A,"SUBARU CORPORATION manufactures and distributes automobile products. The Company produces passenger cars, buses, motor vehicle parts, and products. SUBARU also provides vehicle maintenance services."
VXUS US Equity,VANGUARD TOTAL INTL STOCK,19569475584,19569475584,56.6399993896484,,1.70587320230931,,US,NASDAQ GM,1788300.5,1536679.625,9.10737183794564,8.06123631345543,9.16796351555771,Vanguard Total International Stock Index Fund ETF is an exchange-traded fund incorporated in the USA.  The Fund seeks to track the performance of the FTSE Global All Cap ex US Index.
LEN/B US Equity,LENNAR CORP - B SHS,19562332160,19562332160,50.4700012207031,10.8570909500122,12.9082782086831,22259560704,US,New York,59881.19921875,50696.28125,26.4108226135171,25.3398402052186,23.7679526902733,"Lennar Corporation constructs and sells single-family attached and detached homes, as well as buys and sells residential land. The Company also provides mortgage financing, title insurance, commercial real estate, investment management, and other financial services."
LEN US Equity,LENNAR CORP-A,19562332160,19562332160,63.0900001525879,10.8570909500122,13.0847806367912,22259560704,US,New York,4102166.5,3278119.5,25.5140605360464,24.1674502871886,22.8187651718536,"Lennar Corporation constructs and sells single-family attached and detached homes, as well as buys and sells residential land. The Company also provides mortgage financing, title insurance, commercial real estate, investment management, and other financial services."
RYAOF US Equity,RYANAIR HOLDINGS PLC,19560177664,19560177664,17.7821006774902,19.5788593292236,13.2617891307003,8249299840,IR,OTC US,6.5,178.59375,#N/A N/A,#N/A N/A,#N/A N/A,Ryanair Holdings plc provides low fare passenger airline services to destinations in Europe.
VWDRY US Equity,VESTAS WIND SYSTEMS-UNSP ADR,19536171008,19536171008,32.7400016784668,26.6763038635254,-2.76209248902269,10866000000,DE,OTC US,93432.796875,65156.234375,22.6839660606094,31.2607389118009,29.1296765518598,"Vestas Wind Systems A/S develops, manufactures, and markets wind turbines that generate electricity. The Company also installs the turbines and offers follow-up and maintenance services of the installations. Vestas produces the wind turbines and its components through subsidiaries and associated companies in many countries and operates a worldwide sales and service network."
HPE US Equity,HEWLETT PACKARD ENTERPRISE,19523180544,19523180544,15.1000003814697,11.5698089599609,-4.79192491588454,29135000064,US,New York,9022363,8821098,23.4722936179757,27.4461735287108,28.0279764243569,"Hewlett Packard Enterprise Company provides information technology solutions. The Company offers enterprise security, analytics and data management, applications development and testing, data center care, cloud consulting, and business process services. Hewlett Packard Enterprise serves customers worldwide."
VWSYF US Equity,VESTAS WIND SYSTEMS A/S,19492392960,19492392960,98,26.6763038635254,-2.70055717606964,10866000000,DE,OTC US,1232.05004882813,1276.34375,20.3597902956784,#N/A N/A,#N/A N/A,"Vestas Wind Systems A/S develops, manufactures, and markets wind turbines that generate electricity. The Company also installs the turbines and offers follow-up and maintenance services of the installations. Vestas produces the wind turbines and its components through subsidiaries and associated companies in many countries and operates a worldwide sales and service network."
AKZOY US Equity,AKZO NOBEL NV-SPON ADR,19484985344,19484985344,32.5400009155273,39.5241317749023,-4.43465008918326,9342000128,NE,OTC US,34346.6484375,28693.375,13.6446238453735,12.5042759019291,14.1230306972136,"Akzo Nobel N.V. manufactures specialty chemicals. The Company offers decorative paints and coatings, surfactants, polymer, pulp and paper, bleaching and oxidizing, salt-chlorine, and other chemical products. Akzo Nobel serves customers worldwide."
ATASF US Equity,ATLANTIA SPA,19389407232,19389407232,23.4799995422363,12.1138000488281,0.341880021411201,10825267712,IT,OTC US,394,562.15625,#N/A N/A,#N/A N/A,#N/A N/A,"Atlantia SpA manages, expands, and maintains transport infrastructures under concession. The Group manages 14,000 km of toll motorway in Europe, in the Americas and India. Atlantia also operates electronic tolling systems as well as the airports in Rome and Nice."
JBSAY US Equity,JBS SA-SPONSORED ADR,19387750400,19387750400,14.210000038147,18.7873058319092,9.89096207899973,194715815936,BZ,OTC US,94950.953125,143398.203125,33.1327770208678,40.011954085926,39.2880166992281,"JBS S.A. operates as a processor of a range of meats. The Company processes meats, such as beef, pork, lamb and chicken, as well as the hides. JBS exports its products throughout the world."
YAHOF US Equity,Z HOLDINGS CORP,19386189824,19386189824,4.01999998092651,30.139720916748,-2.89854805384205,973835993088,JN,OTC US,2900.14990234375,5749.671875,#N/A N/A,#N/A N/A,#N/A N/A,"Z Holdings Corporation operates as internet search engine ""Yahoo! JAPAN"". The Company provides electronic commerce and settlement finance services for SMEs and individuals. Z Holdings also engages in media business including search linked advertising and display advertising services."
SBHMY US Equity,SINO BIOPHARMACEUTICAL-UNADR,19373400064,19373400064,30.7800006866455,14.7455739974976,14.2596980571953,24479191552,HK,OTC US,1631.80004882813,562.671875,#N/A N/A,#N/A N/A,#N/A N/A,"Sino Biopharmaceutical Limited, through its subsidiaries, researches, develops, produces, and sells biopharmaceutical products for the medical treatment of ophthalmia, as well as modernized Chinese medicine and chemical medicine for the treatment of hepatitis."
SBGOF US Equity,STANDARD BANK GROUP LTD,19355529216,19355529216,11.9499998092651,9.28757476806641,0,84448999424,SA,OTC US,0,787.40625,#N/A N/A,#N/A N/A,#N/A N/A,"Standard Bank Group operates as a bank. The Company offers various types of financial services such as wealth management, money transaction, saving accounts, borrowing, lending, insurance, and advisory services. Standard Bank Group serves customers worldwide."
WLMIF US Equity,WILMAR INTERNATIONAL LTD,19342348288,19342348288,3.04999995231628,19.94118309021,0,42490081280,SI,OTC US,10,1777.90625,#N/A N/A,#N/A N/A,#N/A N/A,"Wilmar International Ltd. is an agribusiness company. The Company is involved in oil palm cultivation, edible oils refining, oilseeds crushing, consumer pack edible oils processing and merchandising, specialty fats, oleochemicals and biodiesel manufacturing, and grains processing and merchandising. Wilmar also manufactures and distributes fertilizers and owns a fleet of vessels."
WOLTF US Equity,WOLTERS KLUWER,19308331008,19308331008,70.722297668457,30.6306743621826,0,4444000000,NE,OTC US,0,38.59375,#N/A N/A,#N/A N/A,#N/A N/A,"Wolters Kluwer nv is a global information services and solutions provider. The Company provides its services to professionals in the health, tax and accounting, risk and compliance, finance, and legal sectors."
KEY US Equity,KEYCORP,19295328256,19295328256,19.5900001525879,10.2577314376831,-3.21146060217748,7700000128,US,New York,8021174,8436409,18.6349068270376,18.4969173356796,19.229635241893,"KeyCorp operates as a holding company. The Company, through its subsidiaries, provides retail and commercial banking, commercial leasing, investment management, consumer finance, and investment banking products and services to individual, corporate, and institutional clients."
PTAIF US Equity,ASTRA INTERNATIONAL TBK PT,19270170624,19270170624,0.476000010967255,13.840389251709,-0.833328831940794,241368001675264,ID,OTC US,84080.8984375,47162.5625,#N/A N/A,#N/A N/A,#N/A N/A,"PT Astra International Tbk assembles and distributes automobiles, motorcycles, and their related spare parts.  Through its subsidiaries, the Company also operates in the mining, development of plantations, financial and information technology."
CHYFF US Equity,CATHAY FINANCIAL - REG S GDR,19266553856,19266553856,14.6300001144409,11.2751483917236,0,469953921024,TA,OTC US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,"Cathay Financial Holding Co., Ltd. is a holding company.  Through its subsidiaries, the Company provides traditional life, health care, and accident insurances, as well as banking, security underwriting, and brokerage services."
DISH US Equity,DISH NETWORK CORP-A,19237357568,19237357568,36.7900009155273,14.5109796524048,3.72145376204205,12873648128,US,NASDAQ GS,1835053.25,2021857.375,14.9670909945782,21.1819007755553,22.8087251949818,"DISH Network Corp. provides a direct broadcast satellite subscription television, audio programming, and interactive television services to commercial and residential subscribers in the United States."
AEOXF US Equity,ADP,19229716480,19229716480,194.31689453125,27.5322818756104,-1.28651714221886,4564000000,FR,OTC US,44.5999984741211,14.9375,#N/A N/A,#N/A N/A,#N/A N/A,"Aeroports de Paris (ADP) manages all the civil airports in the Paris area.  The Company also develops and operates light aircraft aerodromes.  ADP offers air transport related services, and business services such as office rental."
MDY US Equity,SPDR S&P MIDCAP 400 ETF TRST,19183423488,19183423488,381.450012207031,,1.61703000832816,,US,NYSE Arca,714090.6875,871769.25,7.06763225935913,8.18721613683089,10.3019361503136,SPDR S&P MidCap 400 ETF Trust is an exchange-traded fund incorporated in the USA. The ETF tracks the performance of the S&P Midcap 400 Index. The ETF holds mid-cap U.S. stocks. This ETF reinvests dividends on a quarterly basis because it is structured as a Unit Investment Trust. The holdings are weighted by market capitalization and rebalanced quarterly.
SSEZF US Equity,SSE PLC,19179773952,19179773952,18.5499992370605,9.17466068267822,-2.36842298742405,7049199872,GB,OTC US,117.099998474121,2267.828125,#N/A N/A,#N/A N/A,#N/A N/A,"SSE plc generates, transmits, distributes, and supplies electricity to industrial, commercial, and domestic customers in the United Kingdom and Ireland. The Company also stores and distributes natural gas, and operates a telecommunications network that offers bandwidth and capacity to companies, public sector organizations, Internet service providers, and others."
KUBTY US Equity,KUBOTA CORP-SPONS ADR,19144747008,19144747008,78.4250030517578,14.0129909515381,-0.72784423828125,1946674003968,JN,OTC US,12296.099609375,14493.25,12.6010195360318,17.7595849602199,20.0793363895936,"KUBOTA CORPORATION manufactures industrial machinery, farm machinery, and fluid piping systems. The Company's products include ductile iron pipes, engines, tractors, combine harvesters, reaper binders, rice planters, and excavators. Kubota also produces forged iron products, housing equipment, and environmental control plants."
EXXRF US Equity,EXOR NV,19123349504,19123349504,79.3499984741211,,1.73076727451422,140487999488,NE,OTC US,229.300003051758,335.234375,#N/A N/A,#N/A N/A,#N/A N/A,"EXOR N.V. is a diversified holding company. The Company brings in finance for the development of its companies, to improve their competitive position and profitability, and maintains a constant dialogue with the top management of the companies in which it invests, while fully respecting their operating autonomy."
SE US Equity,SEA LTD-ADR,19122739200,19122739200,41.2799987792969,,2.63549857389889,1681378016,SI,New York,3234840,4070942.75,23.1902126386113,43.5148510273397,45.0888474536192,"Sea Limited offers information technology services. The Company provides online personal computer and mobile digital content, e-commerce, and payment platforms. Sea serves customers worldwide."
MRVL US Equity,MARVELL TECHNOLOGY GROUP LTD,19108243456,19108243456,28.4899997711182,,7.26656756017861,2726288960,US,NASDAQ GS,8650327,8156079,36.3162687909788,38.1413745892419,36.9581393333914,"Marvell Technology Group Ltd. designs, develops, and markets integrated circuits for communications-related markets. The Company's products provides the interface between analog signals and the digital information used in computing and communications systems. Marvell Technology Group serves the broadband data communications markets in Bermuda and the United States."
KUBTF US Equity,KUBOTA CORP,19102027776,19102027776,15.6499996185303,14.0129909515381,-3.03593426052067,1946674003968,JN,OTC US,70.4499969482422,748.28125,#N/A N/A,#N/A N/A,#N/A N/A,"KUBOTA CORPORATION manufactures industrial machinery, farm machinery, and fluid piping systems. The Company's products include ductile iron pipes, engines, tractors, combine harvesters, reaper binders, rice planters, and excavators. Kubota also produces forged iron products, housing equipment, and environmental control plants."
IXUS US Equity,ISHARES CORE INTL STOCK ETF,18965727232,18965727232,63.0299987792969,,1.82552055825966,,US,NASDAQ GM,1260486.25,966675.625,8.20432154693476,7.62539598587791,8.69270165037276,iShares Core MSCI Total International Stock ETF is an exchange-traded fund incorporated in the USA. The ETF seeks to track the MSCI ACWI ex USA Investable Market Index.
TYIDF US Equity,TOYOTA INDUSTRIES CORP,18947633152,18947633152,58.1500015258789,12.6611394882202,0,2260884979712,JN,OTC US,0,35.78125,#N/A N/A,#N/A N/A,#N/A N/A,"TOYOTA INDUSTRIES CORPORATION, a member of the Toyota Motor Group, assembles motor vehicles and manufactures automotive parts such as engines and air conditioner compressors.  The Company also produces industrial equipment and textile machinery as well as electronic devices such as computer modems and power inverters."
CWYCY US Equity,CHINA RAILWAY CONS-UNSPN ADR,18944892928,18944892928,11.4549999237061,5.62406539916992,4.85125605234009,801609285632,CH,OTC US,56.9000015258789,458.046875,#N/A N/A,#N/A N/A,#N/A N/A,"China Railway Construction Corporation Limited provides transportation infrastructure construction services. The Company constructs railway, highway, urban track, and other infrastructure. China Railway Construction also provides real estate development and materials trading services."
LBLCF US Equity,LOBLAW COMPANIES LTD,18927603712,18927603712,52,22.0072193145752,1.20886472086701,47664999424,CA,OTC US,1282.09997558594,1056.921875,#N/A N/A,#N/A N/A,#N/A N/A,"Loblaw Companies Limited is a retail and wholesale food distributor with operations across Canada.  The Company's operations include both company and franchisee operated stores, warehouses, and cash and carry outlets."
AEM CN Equity,AGNICO EAGLE MINES LTD,18919401472,18919401472,80.120002746582,82.056526184082,0.17504299046307,2279613984,CA,Toronto,997660.3,1005576,27.01573,25.05948,29.96312,"Agnico Eagle Mines Limited is a gold producer with operations primarily in northwestern Quebec, northern Mexico, northern Finland and Nunavut.  The Company also has exploration activities in Canada, Europe, Latin America, and the United States.  Agnico Eagle Mines focuses on the exploration, development, and expansion of its gold properities primarily from underground operations."
ZTO US Equity,ZTO EXPRESS CAYMAN INC-ADR,18907490304,18907490304,24.1800003051758,28.2086162567139,3.55460346957739,20890961920,CH,New York,2124184.75,2180104,18.9209368305432,24.0772822416383,26.135137024092,"ZTO Express (Cayman) Inc. operates as an express delivery company. The Company provides express delivery service through their nationwide network, as well as other value-added logistics services. ZTO Express serves customers globally."
TYIDY US Equity,TOYOTA INDUSTRIES-UNSPON ADR,18905274368,18905274368,58.0200004577637,12.6611394882202,-0.060287395104863,2260884979712,JN,OTC US,530.299987792969,1817.828125,#N/A N/A,#N/A N/A,#N/A N/A,"TOYOTA INDUSTRIES CORPORATION, a member of the Toyota Motor Group, assembles motor vehicles and manufactures automotive parts such as engines and air conditioner compressors.  The Company also produces industrial equipment and textile machinery as well as electronic devices such as computer modems and power inverters."
ATASY US Equity,ATLANTIA SPA-UNSPONSORED ADR,18877421568,18877421568,11.4300003051758,12.1138000488281,-2.14041090297932,10825267712,IT,OTC US,11071.150390625,27089.296875,35.0656539481043,29.5907250200733,35.988787666649,"Atlantia SpA manages, expands, and maintains transport infrastructures under concession. The Group manages 14,000 km of toll motorway in Europe, in the Americas and India. Atlantia also operates electronic tolling systems as well as the airports in Rome and Nice."
CWYCF US Equity,CHINA RAILWAY CONSTRUCTION-H,18875928576,18875928576,1.1599999666214,5.62406539916992,14.8514829281673,801609285632,CH,OTC US,1186.94995117188,2191.234375,#N/A N/A,#N/A N/A,#N/A N/A,"China Railway Construction Corporation Limited provides transportation infrastructure construction services. The Company constructs railway, highway, urban track, and other infrastructure. China Railway Construction also provides real estate development and materials trading services."
DVY US Equity,ISHARES SELECT DIVIDEND ETF,18857973760,18857973760,107.300003051758,,1.55214776907731,,US,NASDAQ GM,603678.125,567141.625,6.07717265124725,6.63120744996707,8.75703805328821,iShares Select Dividend ETF is an exchange-traded fund incorporated in the USA. The ETF tracks the price and yield performance of the Dow Jones Select Dividend Index. The ETF predominantly holds mid and large-cap U.S. stocks. Its investments are selected based on dividend yield. The ETF weights the holdings based on dividends.
GRMN US Equity,GARMIN LTD,18827800576,18827800576,99.0400009155273,23.8506011962891,1.51701864900593,3587380992,SZ,NASDAQ GS,785049,921180.875,9.62849612262098,22.7286022106284,20.3669661439281,"Garmin Ltd. provides navigation, communications, and information devices which are enabled by Global Positioning System (GPS) technology. The Company designs, develops, manufactures, and markets hand-held, portable, and fixed mount GPS-enabled products and other navigation, communications, and information products."
NTIOF US Equity,NATIONAL BANK OF CANADA,18808834048,18808834048,56.2799987792969,11.5479745864868,1.78742985129348,12010000128,CA,OTC US,5442.9501953125,9361.0625,10.6370260745511,10.3781193035389,11.2683470118671,"National Bank of Canada provides a full array of banking services, including retail, corporate and investment banking.  The Bank, through its subsidiaries, is involved in securities brokerage, insurance and wealth management, as well as mutual fund and retirement plan management."
ABC US Equity,AMERISOURCEBERGEN CORP,18751275008,18751275008,91.0599975585938,13.9197072982788,7.10421213127621,179589124096,US,New York,997530.1875,1111356.75,23.3387216593544,23.1449070831559,24.5541869587968,"AmerisourceBergen Corporation provides pharmaceutical services. The Company offers brand generic pharmaceuticals, over-the-counter healthcare products, home healthcare supplies and equipment, and related services to healthcare providers. AmerisourceBergen distributes its products internationally."
YUMC US Equity,YUM CHINA HOLDINGS INC,18739042304,18739042304,49.8499984741211,27.8147583007812,3.83253534037851,8661000064,CH,New York,1493702.375,1922178.375,16.4566186472439,20.1094297617276,23.457035029758,"Yum China Holding, Inc. operates as a holding company. The Company, through its subsidiaries, manages chain of restaurants and offers pizza, entrees, pasta, rice dishes, appetizers, soups, vegetables, beverages, and desserts. Yum China Holding conducts its business worldwide."
SGBLY US Equity,STANDARD BANK GROUP-SPON ADR,18691448832,18691448832,11.539999961853,9.28757476806641,-2.8619541187933,84448999424,SA,OTC US,46573.44921875,36079.1875,24.758979405126,27.341429748185,29.7664120587598,"Standard Bank Group operates as a bank. The Company offers various types of financial services such as wealth management, money transaction, saving accounts, borrowing, lending, insurance, and advisory services. Standard Bank Group serves customers worldwide."
OEZVY US Equity,VERBUND AG-SPONS ADR,18690963456,18690963456,10.7600002288818,27.1759796142578,0,3430822976,AS,OTC US,32.1500015258789,231.21875,#N/A N/A,#N/A N/A,#N/A N/A,"Verbund AG provides integrated electric generations, transmission, and distribution services. The Company produces power through the operation of hydro-electric, thermal, and wind power generators. Verbund transmits and distributes power to customers both domestically and internationally."
SNMRY US Equity,SNAM RETE GAS-UNSPONSOR ADR,18688600064,18688600064,11.0100002288818,15.3668346405029,4.57467118027992,2691000000,IT,OTC US,593.849975585938,1027.4375,#N/A N/A,#N/A N/A,#N/A N/A,"Snam S.p.A. owns and operates Italy's natural-gas distribution network. The Company transports gas on behalf of importers, distributors, and companies supplying Italian households. Snam owns a network of high-and medium-pressure pipes, including trunk lines connected to production and importation sites in Italy."
SGEN US Equity,SEATTLE GENETICS INC,18681036800,18681036800,109,,-4.60353757910756,801422016,US,NASDAQ GS,1142261.75,1187268.125,28.3487177494084,28.560019907133,41.4914298659064,"Seattle Genetics, Inc. operates as a biotechnology company. The Company discovers and develops monoclonal antibody-based drugs to treat cancer and related diseases. Seattle Genetics offers antibody-drug conjugate technology designed to deliver cell-killing agents directly to tumor cells. Seattle Genetics serves customers in the Pacific Northwest."
VMC US Equity,VULCAN MATERIALS CO,18676557824,18676557824,141.110000610352,31.4468002319336,-2.00014221330745,4830998016,US,New York,852303,927176.375,14.7072697806297,15.8192216238044,15.8411924303072,"Vulcan Materials Company produces construction aggregates. The Company's principal product lines are aggregates, asphalt mix and concrete, and cement. Vulcan Materials serves customers in the United States of America."
FCX US Equity,FREEPORT-MCMORAN INC,18673258496,18673258496,12.8699998855591,46.5112915039062,-1.53420079410792,14174999808,US,New York,17600528,21612178,31.1463652228334,40.4325696129831,39.8039357092843,"Freeport-McMoRan Inc. is an international natural resources company. The Company operates large, long-lived, geographically diverse assets with significant reserves of copper, gold, molybdenum, cobalt, oil, and gas."
FNMA US Equity,FANNIE MAE,18667679744,18667679744,3.24000000953674,27.0712890625,3.84615796087306,119865001984,US,OTC US,2839137.5,4465635,51.9816585572875,58.61898260407,58.33386069014,"Fannie Mae buys and holds mortgages, and issues and sells guaranteed mortgage-backed securities to facilitate housing ownership for low to middle-income Americans. The Company was chartered by the United States Congress, but went public in 1970."
BEP-U CN Equity,BROOKFIELD RENEWABLE PARTNER,18661287936,18661287936,60.7599983215332,342.884429931641,0.762850896007872,3034000000,CA,Toronto,367251.8,445387.2,21.53463,19.51559,18.46564,"Brookfield Renewable Partners L.P. produces electricity exclusively from environmentally friendly hydroelectric resources. The Company owns, operates, and manages hydroelectric power generating stations in the United States, Canada, and Brazil."
CKISY US Equity,CK INFRASTRUCTURE - UNSP ADR,18660759552,18660759552,35.2000007629395,13.8916120529175,0,6845999872,HK,OTC US,67.25,2622.46875,#N/A N/A,#N/A N/A,#N/A N/A,"CK Infrastructure Holdings Limited (CKI) operates as a real assets investment company. The Company invests in energy, transportation, water, and electricity generation sectors. CKI serves customers worldwide."
NRSCF US Equity,NOMURA HOLDINGS INC,18655625216,18655625216,5.34000015258789,18.513204574585,10.7883809628015,2041034997760,JN,OTC US,73298.6015625,29089.765625,#N/A N/A,#N/A N/A,#N/A N/A,"Nomura Holdings, Inc. is a holding company which manages financial operations for its subsidiaries. As a group, the Company provides a variety of financial services such as dealing, brokerage, underwriting, and asset management."
CMS US Equity,CMS ENERGY CORP,18634258432,18634258432,65.6500015258789,29.7476787567139,4.47167626745351,6878999936,US,New York,1598023,1790996.25,12.1010078471762,15.1105747249565,14.0865325876082,"CMS Energy Corporation is an energy company. The Company, through its subsidiaries, provides electricity and natural gas to its customers. CMS Energy also invests in and operates non-utility power generation plants in the United States and abroad."
SBMFF US Equity,SINO BIOPHARMACEUTICAL,18630690816,18630690816,1.48000001907349,14.7455739974976,0.680271446845548,24479191552,HK,OTC US,386.5,1251.375,#N/A N/A,#N/A N/A,#N/A N/A,"Sino Biopharmaceutical Limited, through its subsidiaries, researches, develops, produces, and sells biopharmaceutical products for the medical treatment of ophthalmia, as well as modernized Chinese medicine and chemical medicine for the treatment of hepatitis."
CCCGF US Equity,CHINA COMMUNICATIONS CONST-H,18592890880,18592890880,0.791499972343445,4.33387851715088,1.05974802274231,520166998016,CH,OTC US,1721.5,1309.5625,#N/A N/A,#N/A N/A,#N/A N/A,"China Communications Construction Company Limited offers transportation infrastructure construction services. The Company constructs ports, waterways, highways, bridges, and other infrastructures. China Communications Construction also operates real estate development."
CCCGY US Equity,CHINA COMMUNICATI-UNSPON ADR,18589888512,18589888512,16.1299991607666,4.33387851715088,0.875543412460278,520166998016,CH,OTC US,1498.5,1249.109375,43.3305111601854,#N/A N/A,#N/A N/A,"China Communications Construction Company Limited offers transportation infrastructure construction services. The Company constructs ports, waterways, highways, bridges, and other infrastructures. China Communications Construction also operates real estate development."
SSUMY US Equity,SUMITOMO CORP-SPON ADR,18589644800,18589644800,14.8599996566772,7.09242486953735,0.47329070321005,5495923015680,JN,OTC US,28659.55078125,17725.875,13.7401002499149,20.6702240841885,20.700214289337,"Sumitomo Corporation is a general trading company. The Company imports and exports a wide variety of goods such as metals, machinery, chemicals, fuel, food products, and textiles. Sumitomo also operates real estate, construction, shipping, insurance, finance, and, leasing businesses."
